_id,date,site,parameter,index_value,description,health_advisory,health_effects
47013,2021-10-06,Flag Plaza,PM10,17,Good,,
47014,2021-10-06,North Braddock,PM10B,30,Good,,
47015,2021-10-06,Avalon,PM25T,25,Good,,
47016,2021-10-06,Liberty 2,PM25T,22,Good,,
47017,2021-10-06,Parkway East,CO,5,Good,,
47018,2021-10-06,Pittsburgh,PM25_640,36,Good,,
47019,2021-10-06,Lawrenceville 2,CO,4,Good,,
47020,2021-10-06,Parkway East,NO2,9,Good,,
47021,2021-10-06,Lawrenceville,OZONE,29,Good,,
47022,2021-10-06,Liberty 2,PM10,15,Good,,
47023,2021-10-06,Glassport High Street,PM10,20,Good,,
47024,2021-10-06,Liberty,SO2,1,Good,,
47025,2021-10-06,Harrison Township,NO2,7,Good,,
47026,2021-10-06,Harrison Township,OZONE,31,Good,,
47027,2021-10-06,Parkway East,PM25T,29,Good,,
47028,2021-10-06,North Braddock,SO2,1,Good,,
47029,2021-10-06,North Braddock,CO,3,Good,,
47030,2021-10-06,South Fayette,OZONE,33,Good,,
47031,2021-10-06,Pittsburgh,PM10_640,18,Good,,
47032,2021-10-06,Lawrenceville 2,SO2,1,Good,,
47033,2021-10-07,Parkway East,CO,3,Good,,
47034,2021-10-07,Flag Plaza,PM10,14,Good,,
47035,2021-10-07,Pittsburgh,PM10_640,14,Good,,
47036,2021-10-07,Pittsburgh,PM25_640,24,Good,,
47037,2021-10-07,Lawrenceville 2,SO2,3,Good,,
47038,2021-10-07,North Braddock,PM10B,21,Good,,
47039,2021-10-07,South Fayette,SO2,3,Good,,
47040,2021-10-07,Liberty 2,PM25T,23,Good,,
47041,2021-10-07,North Braddock,CO,4,Good,,
47042,2021-10-07,Harrison Township,OZONE,25,Good,,
47043,2021-10-07,South Fayette,OZONE,27,Good,,
47044,2021-10-07,Avalon,PM25T,22,Good,,
47045,2021-10-07,Lawrenceville 2,CO,4,Good,,
47046,2021-10-07,Harrison Township,NO2,15,Good,,
47047,2021-10-07,Parkway East,NO2,6,Good,,
47048,2021-10-07,Lawrenceville,OZONE,24,Good,,
47049,2021-10-07,Liberty 2,PM10,8,Good,,
47050,2021-10-07,North Braddock,SO2,9,Good,,
47051,2021-10-07,Glassport High Street,PM10,8,Good,,
47052,2021-10-07,Parkway East,PM25T,19,Good,,
47053,2021-10-07,Liberty,SO2,3,Good,,
47054,2021-10-08,North Braddock,PM10B,23,Good,,
47055,2021-10-08,South Fayette,SO2,1,Good,,
47056,2021-10-08,Liberty 2,PM25T,25,Good,,
47057,2021-10-08,North Braddock,CO,5,Good,,
47058,2021-10-08,Harrison Township,OZONE,29,Good,,
47059,2021-10-08,South Fayette,OZONE,31,Good,,
47060,2021-10-08,Flag Plaza,PM10,13,Good,,
47061,2021-10-08,Pittsburgh,PM10_640,14,Good,,
47062,2021-10-08,Lawrenceville 2,SO2,4,Good,,
47063,2021-10-08,Harrison Township,NO2,9,Good,,
47064,2021-10-08,North Braddock,SO2,17,Good,,
47065,2021-10-08,Lawrenceville,OZONE,29,Good,,
47066,2021-10-08,Glassport High Street,PM10,12,Good,,
47067,2021-10-08,Parkway East,PM25T,25,Good,,
47068,2021-10-08,Liberty,SO2,6,Good,,
47069,2021-10-08,Pittsburgh,PM25_640,29,Good,,
47070,2021-10-08,Parkway East,CO,4,Good,,
47071,2021-10-08,Avalon,PM25T,21,Good,,
47072,2021-10-08,Lawrenceville 2,CO,4,Good,,
47073,2021-10-08,Parkway East,NO2,7,Good,,
47074,2021-10-08,Liberty 2,PM10,16,Good,,
47075,2021-10-09,South Fayette,OZONE,31,Good,,
47076,2021-10-09,Liberty 2,PM25T,19,Good,,
47077,2021-10-09,Liberty,SO2,1,Good,,
47078,2021-10-09,North Braddock,CO,5,Good,,
47079,2021-10-09,Harrison Township,NO2,8,Good,,
47080,2021-10-09,Harrison Township,OZONE,33,Good,,
47081,2021-10-09,Avalon,PM25T,24,Good,,
47082,2021-10-09,North Braddock,SO2,7,Good,,
47083,2021-10-09,Pittsburgh,PM10_640,14,Good,,
47084,2021-10-09,South Fayette,SO2,3,Good,,
47085,2021-10-09,North Braddock,PM10B,26,Good,,
47086,2021-10-09,Pittsburgh,PM25_640,25,Good,,
47087,2021-10-09,Parkway East,CO,2,Good,,
47088,2021-10-09,Parkway East,NO2,3,Good,,
47089,2021-10-09,Flag Plaza,PM10,13,Good,,
47090,2021-10-09,Lawrenceville 2,SO2,2,Good,,
47091,2021-10-09,Lawrenceville 2,CO,3,Good,,
47092,2021-10-09,Liberty 2,PM10,17,Good,,
47093,2021-10-09,Lawrenceville,OZONE,30,Good,,
47094,2021-10-09,Glassport High Street,PM10,13,Good,,
47095,2021-10-09,Parkway East,PM25T,13,Good,,
47096,2021-10-10,North Braddock,PM10B,25,Good,,
47097,2021-10-10,North Braddock,CO,4,Good,,
47098,2021-10-10,Parkway East,NO2,5,Good,,
47099,2021-10-10,Avalon,PM25T,27,Good,,
47100,2021-10-10,Liberty 2,PM25T,13,Good,,
47101,2021-10-10,Lawrenceville 2,CO,4,Good,,
47102,2021-10-10,Lawrenceville,OZONE,31,Good,,
47103,2021-10-10,Liberty 2,PM10,10,Good,,
47104,2021-10-10,Parkway East,PM25T,19,Good,,
47105,2021-10-10,Parkway East,CO,2,Good,,
47106,2021-10-10,South Fayette,OZONE,34,Good,,
47107,2021-10-10,Glassport High Street,PM10,8,Good,,
47108,2021-10-10,Pittsburgh,PM25_640,25,Good,,
47109,2021-10-10,Liberty,SO2,1,Good,,
47110,2021-10-10,Harrison Township,NO2,4,Good,,
47111,2021-10-10,Harrison Township,OZONE,31,Good,,
47112,2021-10-10,Flag Plaza,PM10,10,Good,,
47113,2021-10-10,North Braddock,SO2,23,Good,,
47114,2021-10-10,Pittsburgh,PM10_640,13,Good,,
47115,2021-10-10,Lawrenceville 2,SO2,1,Good,,
47116,2021-10-10,South Fayette,SO2,3,Good,,
47117,2021-10-11,Parkway East,CO,3,Good,,
47118,2021-10-11,Glassport High Street,PM10,8,Good,,
47119,2021-10-11,Pittsburgh,PM25_640,19,Good,,
47120,2021-10-11,Parkway East,NO2,6,Good,,
47121,2021-10-11,Pittsburgh,PM10_640,12,Good,,
47122,2021-10-11,Lawrenceville 2,SO2,3,Good,,
47123,2021-10-11,South Fayette,SO2,3,Good,,
47124,2021-10-11,North Braddock,PM10B,23,Good,,
47125,2021-10-11,Harrison Township,NO2,6,Good,,
47126,2021-10-11,Avalon,PM25T,20,Good,,
47127,2021-10-11,Liberty 2,PM25T,9,Good,,
47128,2021-10-11,North Braddock,SO2,7,Good,,
47129,2021-10-11,North Braddock,CO,2,Good,,
47130,2021-10-11,Harrison Township,OZONE,31,Good,,
47131,2021-10-11,South Fayette,OZONE,33,Good,,
47132,2021-10-11,Liberty,SO2,1,Good,,
47133,2021-10-11,Flag Plaza,PM10,11,Good,,
47134,2021-10-11,Lawrenceville 2,CO,3,Good,,
47135,2021-10-11,Lawrenceville,OZONE,31,Good,,
47136,2021-10-11,Liberty 2,PM10,9,Good,,
47137,2021-10-11,Parkway East,PM25T,9,Good,,
47138,2021-10-12,North Braddock,CO,6,Good,,
47139,2021-10-12,Flag Plaza,PM10,16,Good,,
47140,2021-10-12,Pittsburgh,PM10_640,16,Good,,
47141,2021-10-12,North Braddock,PM10B,24,Good,,
47142,2021-10-12,Lawrenceville 2,SO2,3,Good,,
47143,2021-10-12,South Fayette,SO2,1,Good,,
47144,2021-10-12,Harrison Township,NO2,17,Good,,
47145,2021-10-12,North Braddock,SO2,10,Good,,
47146,2021-10-12,Lawrenceville 2,CO,3,Good,,
47147,2021-10-12,Liberty 2,PM10,21,Good,,
47148,2021-10-12,Parkway East,CO,4,Good,,
47149,2021-10-12,Harrison Township,OZONE,31,Good,,
47150,2021-10-12,Lawrenceville,OZONE,29,Good,,
47151,2021-10-12,South Fayette,OZONE,33,Good,,
47152,2021-10-12,Glassport High Street,PM10,14,Good,,
47153,2021-10-12,Pittsburgh,PM25_640,27,Good,,
47154,2021-10-12,Parkway East,PM25T,23,Good,,
47155,2021-10-12,Liberty,SO2,36,Good,,
47156,2021-10-12,Parkway East,NO2,14,Good,,
47157,2021-10-12,Liberty 2,PM25T,33,Good,,
47158,2021-10-12,Avalon,PM25T,27,Good,,
47159,2021-10-13,North Braddock,CO,16,Good,,
47160,2021-10-13,Harrison Township,NO2,10,Good,,
47161,2021-10-13,Harrison Township,OZONE,31,Good,,
47162,2021-10-13,Liberty 2,PM25T,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47163,2021-10-13,Parkway East,PM25T,48,Good,,
47164,2021-10-13,North Braddock,SO2,3,Good,,
47165,2021-10-13,Liberty,SO2,33,Good,,
47166,2021-10-13,South Fayette,SO2,6,Good,,
47167,2021-10-13,North Braddock,PM10B,43,Good,,
47168,2021-10-13,Lawrenceville 2,SO2,1,Good,,
47169,2021-10-13,Pittsburgh,PM10_640,22,Good,,
47170,2021-10-13,Parkway East,CO,14,Good,,
47171,2021-10-13,Parkway East,NO2,21,Good,,
47172,2021-10-13,Lawrenceville,OZONE,32,Good,,
47173,2021-10-13,Glassport High Street,PM10,26,Good,,
47174,2021-10-13,Flag Plaza,PM10,19,Good,,
47175,2021-10-13,Avalon,PM25T,43,Good,,
47176,2021-10-13,Lawrenceville 2,CO,4,Good,,
47177,2021-10-13,South Fayette,OZONE,38,Good,,
47178,2021-10-13,Liberty 2,PM10,38,Good,,
47179,2021-10-13,Pittsburgh,PM25_640,45,Good,,
47180,2021-10-14,North Braddock,CO,9,Good,,
47181,2021-10-14,Pittsburgh,PM10_640,25,Good,,
47182,2021-10-14,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47183,2021-10-14,Lawrenceville 2,SO2,2,Good,,
47184,2021-10-14,Harrison Township,NO2,16,Good,,
47185,2021-10-14,Parkway East,NO2,17,Good,,
47186,2021-10-14,Pittsburgh,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47187,2021-10-14,North Braddock,SO2,21,Good,,
47188,2021-10-14,Avalon,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47189,2021-10-14,Liberty,SO2,19,Good,,
47190,2021-10-14,Parkway East,CO,12,Good,,
47191,2021-10-14,South Fayette,OZONE,35,Good,,
47192,2021-10-14,Lawrenceville 2,CO,7,Good,,
47193,2021-10-14,Harrison Township,OZONE,27,Good,,
47194,2021-10-14,Lawrenceville,OZONE,29,Good,,
47195,2021-10-14,Liberty 2,PM10,40,Good,,
47196,2021-10-14,Liberty 2,PM25T,72,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47197,2021-10-14,Glassport High Street,PM10,46,Good,,
47198,2021-10-14,South Fayette,SO2,6,Good,,
47199,2021-10-14,Flag Plaza,PM10,28,Good,,
47200,2021-10-14,North Braddock,PM10B,41,Good,,
47201,2021-10-15,Lawrenceville 2,CO,4,Good,,
47202,2021-10-15,Parkway East,NO2,15,Good,,
47203,2021-10-15,Lawrenceville,OZONE,31,Good,,
47204,2021-10-15,Liberty 2,PM10,34,Good,,
47205,2021-10-15,Glassport High Street,PM10,38,Good,,
47206,2021-10-15,North Braddock,PM10B,44,Good,,
47207,2021-10-15,North Braddock,CO,9,Good,,
47208,2021-10-15,Pittsburgh,PM10_640,26,Good,,
47209,2021-10-15,Lawrenceville 2,SO2,1,Good,,
47210,2021-10-15,Liberty,SO2,29,Good,,
47211,2021-10-15,South Fayette,SO2,4,Good,,
47212,2021-10-15,Harrison Township,NO2,13,Good,,
47213,2021-10-15,North Braddock,SO2,4,Good,,
47214,2021-10-15,Parkway East,CO,8,Good,,
47215,2021-10-15,Harrison Township,OZONE,28,Good,,
47216,2021-10-15,South Fayette,OZONE,37,Good,,
47217,2021-10-15,Flag Plaza,PM10,28,Good,,
47218,2021-10-16,North Braddock,CO,7,Good,,
47219,2021-10-16,Pittsburgh,PM10_640,26,Good,,
47220,2021-10-16,Lawrenceville 2,SO2,2,Good,,
47221,2021-10-16,Harrison Township,NO2,11,Good,,
47222,2021-10-16,Parkway East,NO2,9,Good,,
47223,2021-10-16,North Braddock,SO2,1,Good,,
47224,2021-10-16,Lawrenceville,OZONE,28,Good,,
47225,2021-10-16,Glassport High Street,PM10,22,Good,,
47226,2021-10-16,North Braddock,PM10B,32,Good,,
47227,2021-10-16,South Fayette,SO2,1,Good,,
47228,2021-10-16,Parkway East,CO,9,Good,,
47229,2021-10-16,Harrison Township,OZONE,28,Good,,
47230,2021-10-16,South Fayette,OZONE,29,Good,,
47231,2021-10-16,Flag Plaza,PM10,18,Good,,
47232,2021-10-16,Pittsburgh,PM25_640,25,Good,,
47233,2021-10-16,Avalon,PM25T,24,Good,,
47234,2021-10-16,Lawrenceville 2,CO,4,Good,,
47235,2021-10-16,Liberty 2,PM10,26,Good,,
47236,2021-10-16,Parkway East,PM25T,31,Good,,
47237,2021-10-16,Liberty,SO2,13,Good,,
47238,2021-10-16,Liberty 2,PM25T,26,Good,,
47239,2021-10-17,Harrison Township,NO2,7,Good,,
47240,2021-10-17,Pittsburgh,PM10_640,11,Good,,
47241,2021-10-17,South Fayette,SO2,0,Good,,
47242,2021-10-17,North Braddock,PM10B,12,Good,,
47243,2021-10-17,Parkway East,PM25T,23,Good,,
47244,2021-10-17,Liberty,SO2,1,Good,,
47245,2021-10-17,North Braddock,CO,2,Good,,
47246,2021-10-17,Lawrenceville 2,SO2,0,Good,,
47247,2021-10-17,North Braddock,SO2,1,Good,,
47248,2021-10-17,Lawrenceville,OZONE,29,Good,,
47249,2021-10-17,Glassport High Street,PM10,7,Good,,
47250,2021-10-17,Lawrenceville 2,CO,3,Good,,
47251,2021-10-17,Parkway East,NO2,14,Good,,
47252,2021-10-17,Liberty 2,PM10,8,Good,,
47253,2021-10-17,South Fayette,OZONE,31,Good,,
47254,2021-10-17,Pittsburgh,PM25_640,23,Good,,
47255,2021-10-17,Liberty 2,PM25T,19,Good,,
47256,2021-10-17,Parkway East,CO,8,Good,,
47257,2021-10-17,Harrison Township,OZONE,29,Good,,
47258,2021-10-17,Flag Plaza,PM10,6,Good,,
47259,2021-10-17,Avalon,PM25T,29,Good,,
47260,2021-10-18,Harrison Township,NO2,10,Good,,
47261,2021-10-18,Parkway East,NO2,19,Good,,
47262,2021-10-18,North Braddock,SO2,1,Good,,
47263,2021-10-18,Pittsburgh,PM10_640,11,Good,,
47264,2021-10-18,Lawrenceville 2,SO2,1,Good,,
47265,2021-10-18,North Braddock,CO,18,Good,,
47266,2021-10-18,South Fayette,OZONE,39,Good,,
47267,2021-10-18,Liberty,SO2,37,Good,,
47268,2021-10-18,Parkway East,PM25T,23,Good,,
47269,2021-10-18,Harrison Township,OZONE,37,Good,,
47270,2021-10-18,Flag Plaza,PM10,6,Good,,
47271,2021-10-18,Avalon,PM25T,20,Good,,
47272,2021-10-18,Liberty 2,PM25T,36,Good,,
47273,2021-10-18,South Fayette,SO2,0,Good,,
47274,2021-10-18,Lawrenceville 2,CO,3,Good,,
47275,2021-10-18,Lawrenceville,OZONE,37,Good,,
47276,2021-10-18,Liberty 2,PM10,12,Good,,
47277,2021-10-18,North Braddock,PM10B,14,Good,,
47278,2021-10-18,Parkway East,CO,8,Good,,
47279,2021-10-18,Glassport High Street,PM10,7,Good,,
47280,2021-10-18,Pittsburgh,PM25_640,20,Good,,
47281,2021-10-19,Lawrenceville 2,CO,5,Good,,
47282,2021-10-19,Lawrenceville,OZONE,41,Good,,
47283,2021-10-19,Liberty 2,PM10,35,Good,,
47284,2021-10-19,North Braddock,CO,25,Good,,
47285,2021-10-19,Glassport High Street,PM10,23,Good,,
47286,2021-10-19,Liberty,SO2,30,Good,,
47287,2021-10-19,Harrison Township,NO2,17,Good,,
47288,2021-10-19,Parkway East,NO2,22,Good,,
47289,2021-10-19,North Braddock,SO2,92,Moderate,,
47290,2021-10-19,North Braddock,PM10B,47,Good,,
47291,2021-10-19,Flag Plaza,PM10,14,Good,,
47292,2021-10-19,Pittsburgh,PM10_640,19,Good,,
47293,2021-10-19,Lawrenceville 2,SO2,2,Good,,
47294,2021-10-19,South Fayette,SO2,4,Good,,
47295,2021-10-19,Parkway East,CO,20,Good,,
47296,2021-10-19,Harrison Township,OZONE,44,Good,,
47297,2021-10-19,South Fayette,OZONE,45,Good,,
47298,2021-10-19,Avalon,PM25T,45,Good,,
47299,2021-10-15,Liberty 2,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47300,2021-10-19,Parkway East,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47301,2021-10-15,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47302,2021-10-19,Pittsburgh,PM25_640,32,Good,,
47303,2021-10-15,Avalon,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47304,2021-10-19,Liberty 2,PM25T,72,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47305,2021-10-15,Pittsburgh,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47323,2021-10-20,North Braddock,CO,25,Good,,
47324,2021-10-20,Harrison Township,OZONE,46,Good,,
47325,2021-10-20,South Fayette,OZONE,49,Good,,
47326,2021-10-20,Liberty,SO2,44,Good,,
47327,2021-10-20,Parkway East,CO,10,Good,,
47328,2021-10-20,Lawrenceville,OZONE,45,Good,,
47329,2021-10-20,Glassport High Street,PM10,21,Good,,
47330,2021-10-20,Lawrenceville 2,CO,5,Good,,
47331,2021-10-20,Liberty 2,PM10,41,Good,,
47332,2021-10-20,Flag Plaza,PM10,19,Good,,
47333,2021-10-20,North Braddock,PM10B,47,Good,,
47334,2021-10-20,South Fayette,SO2,6,Good,,
47335,2021-10-20,Harrison Township,NO2,24,Good,,
47336,2021-10-20,Parkway East,NO2,25,Good,,
47337,2021-10-20,North Braddock,SO2,33,Good,,
47338,2021-10-20,Pittsburgh,PM10_640,21,Good,,
47339,2021-10-20,Lawrenceville 2,SO2,3,Good,,
47340,2021-10-20,Liberty 2,PM25T,89,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47341,2021-10-20,Parkway East,PM25T,49,Good,,
47342,2021-10-20,Pittsburgh,PM25_640,36,Good,,
47343,2021-10-20,Avalon,PM25T,42,Good,,
47356,2021-10-21,Parkway East,CO,9,Good,,
47357,2021-10-21,Harrison Township,OZONE,37,Good,,
47358,2021-10-21,South Fayette,OZONE,39,Good,,
47359,2021-10-21,Pittsburgh,PM10_640,20,Good,,
47360,2021-10-21,Lawrenceville 2,CO,5,Good,,
47361,2021-10-21,Liberty 2,PM10,40,Good,,
47362,2021-10-21,Harrison Township,NO2,20,Good,,
47363,2021-10-21,Parkway East,NO2,22,Good,,
47364,2021-10-21,South Fayette,SO2,1,Good,,
47365,2021-10-21,Flag Plaza,PM10,19,Good,,
47366,2021-10-21,North Braddock,PM10B,45,Good,,
47367,2021-10-21,Lawrenceville 2,SO2,1,Good,,
47368,2021-10-21,North Braddock,CO,11,Good,,
47369,2021-10-21,Lawrenceville,OZONE,35,Good,,
47370,2021-10-21,Glassport High Street,PM10,24,Good,,
47371,2021-10-21,Liberty,SO2,47,Good,,
47372,2021-10-21,North Braddock,SO2,10,Good,,
47373,2021-10-21,Pittsburgh,PM25_640,41,Good,,
47374,2021-10-21,Avalon,PM25T,42,Good,,
47375,2021-10-21,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47376,2021-10-21,Liberty 2,PM25T,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47389,2021-10-22,Liberty 2,PM10,24,Good,,
47390,2021-10-22,Harrison Township,NO2,7,Good,,
47391,2021-10-22,Harrison Township,OZONE,18,Good,,
47392,2021-10-22,North Braddock,SO2,1,Good,,
47393,2021-10-22,Glassport High Street,PM10,21,Good,,
47394,2021-10-22,Liberty,SO2,3,Good,,
47395,2021-10-22,South Fayette,SO2,0,Good,,
47396,2021-10-22,Flag Plaza,PM10,12,Good,,
47397,2021-10-22,North Braddock,PM10B,34,Good,,
47398,2021-10-22,North Braddock,CO,3,Good,,
47399,2021-10-22,South Fayette,OZONE,16,Good,,
47400,2021-10-22,Pittsburgh,PM10_640,18,Good,,
47401,2021-10-22,Lawrenceville 2,SO2,0,Good,,
47402,2021-10-22,Lawrenceville 2,CO,3,Good,,
47403,2021-10-22,Parkway East,CO,9,Good,,
47404,2021-10-22,Parkway East,NO2,12,Good,,
47405,2021-10-22,Lawrenceville,OZONE,14,Good,,
47406,2021-10-22,Pittsburgh,PM25_640,24,Good,,
47407,2021-10-22,Avalon,PM25T,18,Good,,
47408,2021-10-22,Liberty 2,PM25T,14,Good,,
47409,2021-10-22,Parkway East,PM25T,22,Good,,
47422,2021-10-23,Glassport High Street,PM10,6,Good,,
47423,2021-10-23,Liberty,SO2,3,Good,,
47424,2021-10-23,Parkway East,CO,9,Good,,
47425,2021-10-23,Pittsburgh,PM10_640,10,Good,,
47426,2021-10-23,Lawrenceville 2,SO2,0,Good,,
47427,2021-10-23,Flag Plaza,PM10,5,Good,,
47428,2021-10-23,North Braddock,PM10B,13,Good,,
47429,2021-10-23,South Fayette,SO2,0,Good,,
47430,2021-10-23,North Braddock,CO,7,Good,,
47431,2021-10-23,Harrison Township,OZONE,24,Good,,
47432,2021-10-23,South Fayette,OZONE,27,Good,,
47433,2021-10-23,Lawrenceville 2,CO,4,Good,,
47434,2021-10-23,Harrison Township,NO2,12,Good,,
47435,2021-10-23,Parkway East,NO2,14,Good,,
47436,2021-10-23,Lawrenceville,OZONE,23,Good,,
47437,2021-10-23,Liberty 2,PM10,6,Good,,
47438,2021-10-23,North Braddock,SO2,1,Good,,
47439,2021-10-23,Avalon,PM25T,29,Good,,
47440,2021-10-23,Liberty 2,PM25T,30,Good,,
47441,2021-10-23,Parkway East,PM25T,28,Good,,
47442,2021-10-23,Pittsburgh,PM25_640,31,Good,,
47455,2021-10-24,Parkway East,CO,7,Good,,
47456,2021-10-24,Lawrenceville,OZONE,16,Good,,
47457,2021-10-24,Glassport High Street,PM10,12,Good,,
47458,2021-10-24,Liberty,SO2,17,Good,,
47459,2021-10-24,Lawrenceville 2,CO,5,Good,,
47460,2021-10-24,Parkway East,NO2,13,Good,,
47461,2021-10-24,Liberty 2,PM10,11,Good,,
47462,2021-10-24,North Braddock,CO,9,Good,,
47463,2021-10-24,Harrison Township,OZONE,21,Good,,
47464,2021-10-24,South Fayette,OZONE,28,Good,,
47465,2021-10-24,Flag Plaza,PM10,10,Good,,
47466,2021-10-24,Pittsburgh,PM10_640,15,Good,,
47467,2021-10-24,Lawrenceville 2,SO2,3,Good,,
47468,2021-10-24,Harrison Township,NO2,10,Good,,
47469,2021-10-24,North Braddock,SO2,4,Good,,
47470,2021-10-24,North Braddock,PM10B,23,Good,,
47471,2021-10-24,South Fayette,SO2,0,Good,,
47472,2021-10-24,Pittsburgh,PM25_640,38,Good,,
47473,2021-10-24,Avalon,PM25T,34,Good,,
47474,2021-10-24,Parkway East,PM25T,46,Good,,
47475,2021-10-24,Liberty 2,PM25T,35,Good,,
47488,2021-10-25,Lawrenceville 2,CO,3,Good,,
47489,2021-10-25,Harrison Township,NO2,12,Good,,
47490,2021-10-25,Parkway East,NO2,23,Good,,
47491,2021-10-25,Liberty 2,PM10,19,Good,,
47492,2021-10-25,North Braddock,SO2,24,Good,,
47493,2021-10-25,Parkway East,CO,7,Good,,
47494,2021-10-25,Flag Plaza,PM10,8,Good,,
47495,2021-10-25,Lawrenceville 2,SO2,1,Good,,
47496,2021-10-25,North Braddock,CO,16,Good,,
47497,2021-10-25,Harrison Township,OZONE,35,Good,,
47498,2021-10-25,South Fayette,OZONE,38,Good,,
47499,2021-10-25,Lawrenceville,OZONE,34,Good,,
47500,2021-10-25,Glassport High Street,PM10,13,Good,,
47501,2021-10-25,Liberty,SO2,37,Good,,
47502,2021-10-25,North Braddock,PM10B,35,Good,,
47503,2021-10-25,Pittsburgh,PM10_640,14,Good,,
47504,2021-10-25,South Fayette,SO2,0,Good,,
47505,2021-10-25,Avalon,PM25T,30,Good,,
47506,2021-10-25,Liberty 2,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47507,2021-10-25,Parkway East,PM25T,33,Good,,
47508,2021-10-25,Pittsburgh,PM25_640,27,Good,,
47521,2021-10-26,North Braddock,PM10B,32,Good,,
47522,2021-10-26,Pittsburgh,PM10_640,12,Good,,
47523,2021-10-26,South Fayette,SO2,0,Good,,
47524,2021-10-26,South Fayette,OZONE,21,Good,,
47525,2021-10-26,Glassport High Street,PM10,10,Good,,
47526,2021-10-26,Liberty,SO2,0,Good,,
47527,2021-10-26,Lawrenceville 2,CO,3,Good,,
47528,2021-10-26,Lawrenceville,OZONE,20,Good,,
47529,2021-10-26,Parkway East,CO,8,Good,,
47530,2021-10-26,Parkway East,NO2,8,Good,,
47531,2021-10-26,Harrison Township,NO2,10,Good,,
47532,2021-10-26,Harrison Township,OZONE,19,Good,,
47533,2021-10-26,Flag Plaza,PM10,6,Good,,
47534,2021-10-26,Lawrenceville 2,SO2,0,Good,,
47535,2021-10-26,North Braddock,SO2,1,Good,,
47536,2021-10-26,Liberty 2,PM10,19,Good,,
47537,2021-10-26,North Braddock,CO,5,Good,,
47538,2021-10-26,Pittsburgh,PM25_640,11,Good,,
47539,2021-10-26,Parkway East,PM25T,13,Good,,
47540,2021-10-26,Avalon,PM25T,11,Good,,
47541,2021-10-26,Liberty 2,PM25T,11,Good,,
47554,2021-10-27,North Braddock,PM10B,10,Good,,
47555,2021-10-27,Harrison Township,NO2,7,Good,,
47556,2021-10-27,North Braddock,SO2,1,Good,,
47557,2021-10-27,Parkway East,CO,12,Good,,
47558,2021-10-27,Glassport High Street,PM10,5,Good,,
47559,2021-10-27,North Braddock,CO,2,Good,,
47560,2021-10-27,Harrison Township,OZONE,10,Good,,
47561,2021-10-27,South Fayette,OZONE,14,Good,,
